Serial Number, Wavelength,Intensity,Absorbance,Reflectance
6100024,901.369481389433,36326,0.2903858,0.512406
6100024,905.2500597840384,41318,0.2858854,0.5177435
6100024,909.1264146998071,44939,0.2848243,0.51901
6100024,912.9985461367394,48650,0.2839981,0.5199983
6100024,916.8664540948351,52814,0.2842643,0.5196796
6100024,922.0170948496615,59037,0.289226,0.5137762
6100024,925.8751480238053,65863,0.2869879,0.5164308
6100024,929.7289777191128,73096,0.2880765,0.5151379
6100024,933.5785839355835,81671,0.2857473,0.5179081
6100024,937.4239666732178,89750,0.2861473,0.5174313
6100024,941.2651259320156,98410,0.2813611,0.5231652
6100024,945.1020617119768,105618,0.279002,0.5260149
6100024,948.9347740131016,112256,0.2768816,0.5285894
6100024,954.0384872253001,120126,0.2742888,0.5317545
6100024,957.861344742473,125587,0.2729633,0.53338
6100024,961.6799787808093,130718,0.2719808,0.534588
6100024,965.4943893403092,135981,0.2697264,0.5373702
6100024,969.3045764209725,140254,0.2700247,0.5370013
6100024,973.1105400227992,145195,0.2676392,0.5399591
6100024,976.9122801457895,148499,0.2689746,0.5383012
6100024,980.7097967899433,152778,0.2662052,0.5417448
6100024,985.7665824595136,156628,0.2659022,0.542123
6100024,989.5542443197156,158947,0.26551,0.5426127
6100024,993.337682701081,161060,0.2644727,0.5439103
6100024,997.1168976036098,162020,0.265447,0.5426915
6100024,1000.891889027302,163392,0.2642262,0.5442191
6100024,1004.662656972158,164174,0.2636919,0.5448891
6100024,1008.429201438177,164513,0.2631389,0.5455833
6100024,1012.19152242536,163976,0.2639881,0.5445175
6100024,1017.201380552302,163617,0.2634028,0.5452518
6100024,1020.953846755533,162879,0.2633658,0.5452984
6100024,1024.702089479928,161792,0.2635917,0.5450148
6100024,1028.446108725486,160822,0.2634766,0.5451593
6100024,1032.185904492207,159714,0.2633171,0.5453596
6100024,1035.921476780092,158565,0.2628491,0.5459476
6100024,1039.65282558914,156853,0.2639781,0.5445302
6100024,1043.379950919352,155505,0.2644607,0.5439253
6100024,1048.342881503666,153985,0.2638259,0.544721
6100024,1052.060152049926,152181,0.2662191,0.5417275
6100024,1055.77319911735,151526,0.2655962,0.542505
6100024,1059.482022705937,150391,0.2663775,0.54153
6100024,1063.186622815687,149699,0.2671464,0.540572
6100024,1066.886999446601,148798,0.2693304,0.5378604
6100024,1070.583152598678,148496,0.2698846,0.5371746
6100024,1074.275082271919,148631,0.2703123,0.5366457
6100024,1077.962788466323,148790,0.2698935,0.5371636
6100024,1082.873160202894,148919,0.2717628,0.5348564
6100024,1086.551011613347,149019,0.2736185,0.5325759
6100024,1090.224639544962,149476,0.2738225,0.5323257
6100024,1093.894043997742,150673,0.2728493,0.53352
6100024,1097.559224971685,151052,0.2746458,0.5313176
6100024,1101.220182466791,152530,0.2730168,0.5333142
6100024,1104.876916483061,153290,0.2735,0.5327212
6100024,1108.529427020494,153414,0.2759486,0.5297262
6100024,1113.392871214437,155090,0.2745655,0.5314159
6100024,1117.035526967919,156304,0.2737238,0.5324467
6100024,1120.673959242564,157175,0.2733958,0.532849
6100024,1124.308168038372,157979,0.2729109,0.5334443
6100024,1127.938153355344,158602,0.273581,0.5326219
6100024,1131.563915193479,159939,0.2717894,0.5348236
6100024,1135.185453552778,160134,0.2733826,0.5328652
6100024,1138.80276843324,161142,0.2725709,0.5338621
6100024,1143.619285084555,162188,0.2724332,0.5340314
6100024,1147.226745181066,162891,0.272706,0.5336961
6100024,1150.82998179874,163297,0.2737398,0.5324271
6100024,1154.428994937577,163724,0.2744341,0.5315766
6100024,1158.023784597578,164251,0.275206,0.5306327
6100024,1161.614350778742,164989,0.2752858,0.5305352
6100024,1165.20069348107,165713,0.2758296,0.5298713
6100024,1168.782812704562,166078,0.2768402,0.5286398
6100024,1173.552401813249,167414,0.2771085,0.5283132
6100024,1177.124666252788,168160,0.278566,0.5265432
6100024,1180.692707213491,168830,0.2798637,0.5249721
6100024,1184.256524695358,169999,0.2811897,0.5233718
6100024,1187.816118698388,170084,0.2860398,0.5175594
6100024,1191.371489222581,171468,0.2876112,0.5156901
6100024,1194.922636267938,172314,0.2910567,0.511615
6100024,1198.469559834458,173666,0.2931287,0.5091799
6100024,1203.192221400517,174213,0.299728,0.5015012
6100024,1206.729290183086,175310,0.3028273,0.4979351
6100024,1210.262135486817,175838,0.3075737,0.4925227
6100024,1213.790757311713,177174,0.3099617,0.489822
6100024,1217.315155657772,179254,0.3110197,0.4886302
6100024,1220.835330524994,182756,0.3083817,0.4916073
6100024,1224.35128191338,186742,0.3046729,0.4958235
6100024,1227.86300982293,190588,0.3014354,0.4995335
6100024,1232.538743846361,195539,0.2977304,0.5038133
6100024,1236.040616971958,199115,0.2948043,0.5072193
6100024,1239.538266618719,201826,0.2929637,0.5093735
6100024,1243.031692786643,204467,0.2903507,0.5124474
6100024,1246.520895475731,207060,0.2885002,0.5146355
6100024,1250.005874685983,209684,0.287554,0.515758
6100024,1253.486630417398,213076,0.2874723,0.5158551
6100024,1256.963162669976,217449,0.2872629,0.5161039
6100024,1261.591969150779,223616,0.2863165,0.5172297
6100024,1265.058646619406,227919,0.2850686,0.5187181
6100024,1268.521100609196,231988,0.2843628,0.5195618
6100024,1271.979331120149,235092,0.2846887,0.519172
6100024,1275.433338152266,238693,0.2837856,0.5202528
6100024,1278.883121705547,241968,0.2830688,0.5211121
6100024,1282.32868177999,244709,0.2827756,0.521464
6100024,1285.770018375598,247640,0.2816074,0.5228686
6100024,1290.351897313773,250938,0.2804689,0.5242411
6100024,1293.783379125428,253301,0.2795435,0.5253595
6100024,1297.210637458247,254651,0.2797301,0.5251337
6100024,1300.63367231223,256670,0.2790385,0.5259706
6100024,1304.052483687376,258596,0.277941,0.5273014
6100024,1307.467071583685,259265,0.2787091,0.5263698
6100024,1310.877436001158,260633,0.2780543,0.5271639
6100024,1314.283576939795,261649,0.2777372,0.527549
6100024,1318.818528335342,263416,0.2769934,0.5284533
6100024,1322.214814490026,263417,0.2776499,0.527655
6100024,1325.606877165874,263505,0.278275,0.5268962
6100024,1328.994716362886,264155,0.278102,0.5271061
6100024,1332.378332081061,263736,0.2791569,0.5258272
6100024,1335.757724320399,264156,0.2783412,0.5268158
6100024,1339.132893080901,263596,0.2786561,0.5264339
6100024,1342.503838362567,262991,0.2794241,0.5255038
6100024,1345.870560165395,262366,0.2794314,0.525495
6100024,1350.352952713199,260418,0.2809213,0.5236953
6100024,1353.709819732076,258998,0.2812088,0.5233488
6100024,1357.062463272117,257039,0.2830751,0.5211046
6100024,1360.410883333321,255272,0.2843312,0.5195996
6100024,1363.755079915688,253802,0.2851068,0.5186725
6100024,1367.095053019219,251570,0.2872151,0.5161607
6100024,1370.430802643913,249923,0.2882381,0.5149463
6100024,1373.762328789771,248019,0.2893003,0.5136883
6100024,1378.197793794947,245059,0.2903235,0.5124795
6100024,1381.519465156853,241624,0.2924293,0.5100006
6100024,1384.836913039923,238092,0.2941687,0.5079621
6100024,1388.150137444156,233908,0.2971508,0.5044861
6100024,1391.459138369552,229002,0.3016838,0.4992479
6100024,1394.763915816112,225377,0.3044943,0.4960274
6100024,1398.064469783836,222972,0.3064296,0.493822
6100024,1401.360800272722,220509,0.3093208,0.4905454
6100024,1405.74933773527,217801,0.3140849,0.4851936
6100024,1409.035813440205,214868,0.3205879,0.4779826
6100024,1412.318065666304,211754,0.3278159,0.4700933
6100024,1415.596094413566,208499,0.3354258,0.4619279
6100024,1418.869899681991,205461,0.3429353,0.4540093
6100024,1422.13948147158,203215,0.3488781,0.447839
6100024,1425.404839782333,200786,0.3552598,0.4413064
6100024,1428.665974614249,198119,0.36243,0.4340802
6100024,1433.007584534169,196057,0.3685287,0.4280272
6100024,1436.258864582133,194118,0.3739228,0.4227437
6100024,1439.50592115126,192874,0.378366,0.4184408
6100024,1442.748754241551,191770,0.3817363,0.4152061
6100024,1445.987363853006,191336,0.3838481,0.413192
6100024,1449.221749985624,190871,0.3856592,0.4114725
6100024,1452.451912639405,190478,0.3871689,0.4100446
6100024,1455.67785181435,189248,0.3905953,0.4068222
6100024,1459.972534191642,188919,0.3914416,0.4060303
6100024,1463.188618582635,188269,0.3927881,0.4047734
6100024,1466.400479494792,186827,0.396018,0.4017742
6100024,1469.608116928112,185761,0.3978077,0.4001219
6100024,1472.811530882595,184664,0.3996591,0.3984198
6100024,1476.010721358242,183944,0.4005294,0.3976222
6100024,1479.205688355053,182736,0.4027464,0.3955975
6100024,1482.396431873026,182486,0.402183,0.3961111
6100024,1486.644186707691,180867,0.4042414,0.3942381
6100024,1489.825075441712,180767,0.4031096,0.3952669
6100024,1493.001740696898,179934,0.4036096,0.394812
6100024,1496.174182473247,179818,0.4020189,0.3962608
6100024,1499.34240077076,179836,0.4001205,0.3979967
6100024,1502.506395589436,179110,0.3998069,0.3982842
6100024,1505.666166929275,178885,0.3982123,0.3997493
6100024,1508.821714790278,178638,0.3965745,0.4012597
6100024,1513.022542082314,178194,0.3940101,0.403636
6100024,1516.168235159365,178111,0.3912709,0.4061899
6100024,1519.30970475758,177408,0.3906816,0.4067414
6100024,1522.446950876958,176675,0.3893088,0.4080292
6100024,1525.579973517499,175807,0.3881363,0.4091323
6100024,1528.708772679204,175200,0.3862444,0.4109184
6100024,1531.833348362073,174126,0.3853843,0.411733
6100024,1534.953700566105,173138,0.3840745,0.4129767
6100024,1539.107600315513,170738,0.3847803,0.4123061
6100024,1542.218097735593,169828,0.3830213,0.4139794
6100024,1545.324371676836,168513,0.3819279,0.4150229
6100024,1548.426422139243,167479,0.37959,0.4172632
6100024,1551.524249122814,165981,0.3785669,0.4182473
6100024,1554.617852627548,164343,0.3777674,0.4190179
6100024,1557.707232653446,163000,0.3760505,0.4206777
6100024,1560.792389200506,161450,0.3743663,0.4223123
6100024,1564.899361407287,159225,0.3720594,0.4245615
6100024,1567.974663170396,158015,0.3689737,0.4275888
6100024,1571.045741454668,155716,0.368903,0.4276584
6100024,1574.112596260104,153817,0.36736,0.4291805
6100024,1577.175227586704,152324,0.3644746,0.4320415
6100024,1580.233635434467,149727,0.3643593,0.4321562
6100024,1583.287819803393,147754,0.3626136,0.4338968
6100024,1586.337780693483,145803,0.3607231,0.4357896
6100024,1589.383518104737,143920,0.3587816,0.4377422
6100024,1593.437931463774,141544,0.3544322,0.4421481
6100024,1596.473814091075,139880,0.3513704,0.4452763
6100024,1599.50547323954,138621,0.3464128,0.4503884
6100024,1602.532908909169,136995,0.3416106,0.4553961
6100024,1605.556121099961,134632,0.339484,0.4576316
6100024,1608.575109811916,132655,0.3357964,0.4615339
6100024,1611.589875045035,130645,0.3325301,0.4650182
6100024,1614.600416799318,129278,0.326956,0.471025
6100024,1618.607902615727,126207,0.3234274,0.4748676
6100024,1621.608589586057,124219,0.3203491,0.4782455
6100024,1624.605053077551,122395,0.316276,0.482752
6100024,1627.597293090209,119813,0.3147237,0.4844805
6100024,1630.58530962403,117986,0.3105594,0.4891483
6100024,1633.569102679014,115234,0.3096369,0.4901885
6100024,1636.548672255162,113555,0.3042194,0.4963415
6100024,1639.524018352474,110923,0.3025777,0.4982213
6100024,1643.484576626255,107525,0.2988556,0.5025097
6100024,1646.450067939614,105285,0.295256,0.5066919
6100024,1649.411335774137,102186,0.2935994,0.5086284
6100024,1652.368380129824,99399,0.289622,0.5133079
6100024,1655.321201006674,96308,0.2854465,0.518267
6100024,1658.269798404687,92918,0.2807533,0.5238979
6100024,1661.214172323864,89265,0.2738467,0.5322962
6100024,1664.154322764205,85301,0.2638848,0.5446472
6100024,1668.067953495358,77706,0.2532658,0.5581285
6100024,1670.998249151746,71907,0.2397843,0.5757258
6100024,1673.924321329298,64332,0.2309474,0.5875605
6100024,1676.846170028014,56867,0.2193473,0.6034659
6100024,1679.763795247893,49534,0.2097526,0.6169463
6100024,1682.677196988936,42148,0.2067793,0.6211846
6100024,1685.586375251142,35673,0.2084446,0.6188073
6100024,1688.491330034511,30216,0.209773,0.6169174
6100024,1692.358033223036,23451,0.2266116,0.5934558
6100024,1695.253133222454,19938,0.2317079,0.5865325
6100024,1698.144009743035,17328,0.2309263,0.587589
6100024,1701.030662784779,14585,0.2408247,0.5743483
